"post_id","date","username","likes_count","comments_count","caption","hashtags","engagement_rate"
458,2023-01-25,"unmute_pl",607,18,"Cześć! Sztuka nie potrzebuje słów, by wzruszać. #społeczność #sztuka #polskijezykmigowy #kultura","#społeczność #sztuka #polskijezykmigowy #kultura",2.98
579,2023-01-26,"iwonacichosz",1717,63,"Hej! Relacja z czerwonego dywanu. #PJM #lifestyle #społeczność #Deaf","#PJM #lifestyle #społeczność #Deaf",3.71
230,2023-01-28,"migam_pl",1363,191,"Zobaczcie: Wideotłumacz to przyszłość obsługi klienta. #polskijezykmigowy #Głusi #startup #społeczność","#polskijezykmigowy #Głusi #startup #społeczność",4.32
6,2023-01-29,"swiat_gluchych",468,5,"Ważne: Sukces polskiej reprezentacji niesłyszących w sporcie! #ngo #prawa #polskijezykmigowy #PJM","#ngo #prawa #polskijezykmigowy #PJM",3.38
321,2023-01-31,"iwonacichosz",1382,136,"Cześć! Relacja z czerwonego dywanu. #PJM #Głusi #Deaf #lifestyle","#PJM #Głusi #Deaf #lifestyle",3.16
495,2023-02-04,"muzeumslaskie",421,28,"Ważne: Oprowadzanie w PJM po nowej wystawie. 🎨 #PJM #społeczność #Deaf #sztuka","#PJM #społeczność #Deaf #sztuka",2.49
588,2023-02-05,"fundacja_kultura_bez_barier",319,45,"Hej! Sztuka nie potrzebuje słów, by wzruszać. #teatr #muzeum #polskijezykmigowy #dostępność","#teatr #muzeum #polskijezykmigowy #dostępność",4.04
151,2023-02-06,"iwonacichosz",1478,29,"Zobaczcie: Chwila relaksu z rodziną. #polskijezykmigowy #actress #lifestyle #PJM","#polskijezykmigowy #actress #lifestyle #PJM",3.14
28,2023-02-13,"pan_od_pjm",96,13,"Ważne: Teatr, który łączy światy. #muzeum #Deaf #PJM #Głusi","#muzeum #Deaf #PJM #Głusi",2.18
290,2023-02-14,"pan_od_pjm",129,7,"Zobaczcie: Warsztaty plastyczne dla dzieci niesłyszących. #muzeum #Głusi #PJM #teatr","#muzeum #Głusi #PJM #teatr",2.72
570,2023-02-15,"iwonacichosz",1627,107,"Cześć! Macierzyństwo bez słów jest piękne. #polskijezykmigowy #Głusi #life #actress","#polskijezykmigowy #Głusi #life #actress",3.61
498,2023-02-20,"migam_pl",1200,131,"Hej! Nowa funkcja w naszej aplikacji. #Deaf #startup #aplikacja #społeczność","#Deaf #startup #aplikacja #społeczność",3.7
497,2023-03-07,"muzeumslaskie",886,87,"Cześć! Oprowadzanie w PJM po nowej wystawie. 🎨 #polskijezykmigowy #społeczność #kultura #Głusi","#polskijezykmigowy #społeczność #kultura #Głusi",5.41
470,2023-03-08,"unmute_pl",601,44,"Zobaczcie: Kino dostępne z napisami i pętlą. #polskijezykmigowy #PJM #Deaf #dostępność","#polskijezykmigowy #PJM #Deaf #dostępność",3.07
485,2023-03-10,"muzeumslaskie",575,77,"Cześć! Warsztaty plastyczne dla dzieci niesłyszących. #społeczność #kultura #teatr #dostępność","#społeczność #kultura #teatr #dostępność",3.62
529,2023-03-12,"muzeumslaskie",188,25,"Zobaczcie: Oprowadzanie w PJM po nowej wystawie. 🎨 #Deaf #społeczność #dostępność #Głusi","#Deaf #społeczność #dostępność #Głusi",1.18
587,2023-03-20,"swiat_gluchych",490,26,"Zobaczcie: Domagamy się dostępności w urzędach. #społeczność #Głusi #news #ngo","#społeczność #Głusi #news #ngo",3.69
212,2023-03-27,"pan_od_pjm",122,13,"Zobaczcie: Kino dostępne z napisami i pętlą. #kultura #społeczność #Głusi #muzeum","#kultura #społeczność #Głusi #muzeum",2.7
428,2023-03-30,"migajaca_poezja",52,4,"Cześć! Warsztaty plastyczne dla dzieci niesłyszących. #sztuka #Deaf #muzeum #Głusi","#sztuka #Deaf #muzeum #Głusi",1.87
591,2023-04-04,"fundacja_kultura_bez_barier",300,23,"Cześć! Sztuka nie potrzebuje słów, by wzruszać. #społeczność #Deaf #polskijezykmigowy #teatr","#społeczność #Deaf #polskijezykmigowy #teatr",3.59
25,2023-04-05,"migajaca_poezja",94,9,"Zobaczcie: Teatr, który łączy światy. #PJM #kultura #społeczność #Deaf","#PJM #kultura #społeczność #Deaf",3.43
505,2023-04-05,"fundacja_kultura_bez_barier",167,10,"Cześć! Warsztaty plastyczne dla dzieci niesłyszących. #Deaf #PJM #społeczność #polskijezykmigowy","#Deaf #PJM #społeczność #polskijezykmigowy",1.97
443,2023-04-08,"fundacja_kultura_bez_barier",86,7,"Hej! Kino dostępne z napisami i pętlą. #dostępność #społeczność #kultura #PJM","#dostępność #społeczność #kultura #PJM",1.03
410,2023-04-12,"unmute_pl",334,35,"Cześć! Kino dostępne z napisami i pętlą. #muzeum #sztuka #dostępność #PJM","#muzeum #sztuka #dostępność #PJM",1.76
347,2023-04-13,"fundacja_echo",151,4,"Hej! Spotkanie społeczności w ten weekend. #polskijezykmigowy #społeczność #ngo #prawa","#polskijezykmigowy #społeczność #ngo #prawa",3.44
523,2023-04-15,"migajaca_poezja",86,5,"Ważne: Teatr, który łączy światy. #teatr #kultura #Głusi #sztuka","#teatr #kultura #Głusi #sztuka",3.03
16,2023-04-16,"unmute_pl",343,38,"Cześć! Warsztaty plastyczne dla dzieci niesłyszących. #społeczność #dostępność #Głusi #sztuka","#społeczność #dostępność #Głusi #sztuka",1.81
382,2023-04-16,"unmute_pl",836,10,"Zobaczcie: Warsztaty plastyczne dla dzieci niesłyszących. #dostępność #muzeum #społeczność #PJM","#dostępność #muzeum #społeczność #PJM",4.03
156,2023-04-17,"iwonacichosz",1233,111,"Hej! Dziś nagrywamy nowy projekt! 🎬 #lifestyle #społeczność #Deaf #PJM","#lifestyle #społeczność #Deaf #PJM",2.8
437,2023-04-23,"fundacja_kultura_bez_barier",334,22,"Hej! Teatr, który łączy światy. #Deaf #PJM #polskijezykmigowy #społeczność","#Deaf #PJM #polskijezykmigowy #społeczność",3.96
150,2023-04-26,"fundacja_kultura_bez_barier",285,13,"Ważne: Kino dostępne z napisami i pętlą. #Deaf #kultura #sztuka #teatr","#Deaf #kultura #sztuka #teatr",3.31
596,2023-04-26,"fundacja_echo",53,3,"Hej! Domagamy się dostępności w urzędach. #społeczność #prawa #news #PJM","#społeczność #prawa #news #PJM",1.24
57,2023-05-05,"muzeumslaskie",518,7,"Zobaczcie: Teatr, który łączy światy. #muzeum #polskijezykmigowy #sztuka #społeczność","#muzeum #polskijezykmigowy #sztuka #społeczność",2.92
425,2023-05-09,"iwonacichosz",761,112,"Hej! Dziś nagrywamy nowy projekt! 🎬 #lifestyle #PJM #life #actress","#lifestyle #PJM #life #actress",1.82
433,2023-05-12,"iwonacichosz",920,106,"Cześć! Macierzyństwo bez słów jest piękne. #lifestyle #Deaf #PJM #Głusi","#lifestyle #Deaf #PJM #Głusi",2.14
115,2023-05-15,"migam_pl",796,105,"Zobaczcie: Nasze tłumaczki są dostępne 24/7. #PJM #Głusi #startup #społeczność","#PJM #Głusi #startup #społeczność",2.5
13,2023-05-28,"muzeumslaskie",297,25,"Zobaczcie: Teatr, który łączy światy. #społeczność #dostępność #polskijezykmigowy #muzeum","#społeczność #dostępność #polskijezykmigowy #muzeum",1.79
478,2023-05-28,"iwonacichosz",762,51,"Cześć! Macierzyństwo bez słów jest piękne. #lifestyle #społeczność #Deaf #actress","#lifestyle #społeczność #Deaf #actress",1.69
193,2023-05-31,"migajaca_poezja",67,9,"Zobaczcie: Teatr, który łączy światy. #kultura #sztuka #dostępność #PJM","#kultura #sztuka #dostępność #PJM",2.53
334,2023-06-06,"fundacja_echo",132,15,"Zobaczcie: Wywiad z Ministrem o dostępności. #polskijezykmigowy #prawa #PJM #Deaf","#polskijezykmigowy #prawa #PJM #Deaf",3.27
435,2023-06-09,"swiat_gluchych",355,26,"Hej! Spotkanie społeczności w ten weekend. #ngo #społeczność #Deaf #PJM","#ngo #społeczność #Deaf #PJM",2.72
186,2023-06-10,"migajaca_poezja",82,5,"Ważne: Warsztaty plastyczne dla dzieci niesłyszących. #sztuka #kultura #dostępność #Deaf","#sztuka #kultura #dostępność #Deaf",2.9
250,2023-06-10,"migajaca_poezja",122,5,"Zobaczcie: Sztuka nie potrzebuje słów, by wzruszać. #PJM #sztuka #kultura #dostępność","#PJM #sztuka #kultura #dostępność",4.23
1,2023-06-17,"iwonacichosz",1261,186,"Cześć! Macierzyństwo bez słów jest piękne. #PJM #lifestyle #actress #life","#PJM #lifestyle #actress #life",3.01
266,2023-06-24,"iwonacichosz",1463,165,"Cześć! Macierzyństwo bez słów jest piękne. #społeczność #PJM #life #Głusi","#społeczność #PJM #life #Głusi",3.39
12,2023-07-01,"migam_pl",1092,31,"Cześć! Wdrażamy tłumacza online w kolejnym banku! 🏦 #Deaf #Głusi #biznes #aplikacja","#Deaf #Głusi #biznes #aplikacja",3.12
243,2023-07-01,"fundacja_kultura_bez_barier",212,21,"Zobaczcie: Sztuka nie potrzebuje słów, by wzruszać. #sztuka #Głusi #Deaf #muzeum","#sztuka #Głusi #Deaf #muzeum",2.59
390,2023-07-01,"fundacja_echo",94,1,"Ważne: Nowe statystyki dotyczące PJM w Polsce. #Głusi #PJM #prawa #społeczność","#Głusi #PJM #prawa #społeczność",2.11
341,2023-07-05,"unmute_pl",346,44,"Hej! Teatr, który łączy światy. #muzeum #kultura #Głusi #dostępność","#muzeum #kultura #Głusi #dostępność",1.86
342,2023-07-07,"pan_od_pjm",193,22,"Hej! Oprowadzanie w PJM po nowej wystawie. 🎨 #sztuka #teatr #muzeum #dostępność","#sztuka #teatr #muzeum #dostępność",4.3
535,2023-07-15,"unmute_pl",628,17,"Ważne: Oprowadzanie w PJM po nowej wystawie. 🎨 #muzeum #Głusi #polskijezykmigowy #społeczność","#muzeum #Głusi #polskijezykmigowy #społeczność",3.07
27,2023-07-17,"iwonacichosz",1227,143,"Cześć! Macierzyństwo bez słów jest piękne. #Deaf #lifestyle #life #PJM","#Deaf #lifestyle #life #PJM",2.85
349,2023-07-17,"fundacja_kultura_bez_barier",123,7,"Cześć! Sztuka nie potrzebuje słów, by wzruszać. #sztuka #dostępność #teatr #muzeum","#sztuka #dostępność #teatr #muzeum",1.44
569,2023-07-18,"fundacja_kultura_bez_barier",100,2,"Hej! Oprowadzanie w PJM po nowej wystawie. 🎨 #sztuka #Głusi #muzeum #PJM","#sztuka #Głusi #muzeum #PJM",1.13
152,2023-07-26,"swiat_gluchych",532,61,"Ważne: Wywiad z Ministrem o dostępności. #polskijezykmigowy #prawa #społeczność #Deaf","#polskijezykmigowy #prawa #społeczność #Deaf",4.24
285,2023-07-26,"fundacja_echo",105,1,"Hej! Zapraszamy na bezpłatne porady prawne. #news #społeczność #prawa #ngo","#news #społeczność #prawa #ngo",2.36
84,2023-07-28,"iwonacichosz",1010,61,"Ważne: Dziś nagrywamy nowy projekt! 🎬 #społeczność #polskijezykmigowy #life #PJM","#społeczność #polskijezykmigowy #life #PJM",2.23
169,2023-07-31,"fundacja_echo",137,17,"Cześć! Sukces polskiej reprezentacji niesłyszących w sporcie! #PJM #ngo #polskijezykmigowy #prawa","#PJM #ngo #polskijezykmigowy #prawa",3.42
331,2023-08-03,"swiat_gluchych",394,13,"Zobaczcie: Spotkanie społeczności w ten weekend. #Głusi #polskijezykmigowy #PJM #news","#Głusi #polskijezykmigowy #PJM #news",2.91
448,2023-08-05,"fundacja_echo",120,16,"Cześć! Nowe statystyki dotyczące PJM w Polsce. #polskijezykmigowy #społeczność #Deaf #news","#polskijezykmigowy #społeczność #Deaf #news",3.02
10,2023-08-06,"muzeumslaskie",810,39,"Ważne: Sztuka nie potrzebuje słów, by wzruszać. #teatr #PJM #muzeum #polskijezykmigowy","#teatr #PJM #muzeum #polskijezykmigowy",4.72
259,2023-08-08,"pzg_zg",196,4,"Hej! Wsparcie dla seniorów G/głuchych. #news #Deaf #polskijezykmigowy #ngo","#news #Deaf #polskijezykmigowy #ngo",2.67
204,2023-08-12,"fundacja_kultura_bez_barier",180,9,"Hej! Warsztaty plastyczne dla dzieci niesłyszących. #Głusi #społeczność #PJM #teatr","#Głusi #społeczność #PJM #teatr",2.1
405,2023-08-12,"fundacja_kultura_bez_barier",274,23,"Hej! Teatr, który łączy światy. #Głusi #Deaf #teatr #społeczność","#Głusi #Deaf #teatr #społeczność",3.3
110,2023-08-13,"migam_pl",1391,200,"Hej! Nowa funkcja w naszej aplikacji. #aplikacja #tech #startup #Deaf","#aplikacja #tech #startup #Deaf",4.42
7,2023-08-18,"fundacja_kultura_bez_barier",280,32,"Hej! Teatr, który łączy światy. #kultura #Deaf #sztuka #PJM","#kultura #Deaf #sztuka #PJM",3.47
26,2023-08-20,"pzg_zg",253,31,"Hej! Walczymy o ustawę o języku migowym! 📜 #prawa #Głusi #PJM #news","#prawa #Głusi #PJM #news",3.79
129,2023-08-25,"muzeumslaskie",603,88,"Hej! Kino dostępne z napisami i pętlą. #kultura #sztuka #dostępność #społeczność","#kultura #sztuka #dostępność #społeczność",3.84
373,2023-08-26,"migajaca_poezja",51,4,"Ważne: Kino dostępne z napisami i pętlą. #polskijezykmigowy #społeczność #dostępność #teatr","#polskijezykmigowy #społeczność #dostępność #teatr",1.83
247,2023-08-29,"unmute_pl",668,85,"Hej! Warsztaty plastyczne dla dzieci niesłyszących. #muzeum #kultura #polskijezykmigowy #sztuka","#muzeum #kultura #polskijezykmigowy #sztuka",3.59
275,2023-08-30,"fundacja_kultura_bez_barier",166,13,"Ważne: Warsztaty plastyczne dla dzieci niesłyszących. #teatr #Głusi #muzeum #sztuka","#teatr #Głusi #muzeum #sztuka",1.99
313,2023-08-31,"iwonacichosz",1214,112,"Hej! Chwila relaksu z rodziną. #Głusi #life #Deaf #PJM","#Głusi #life #Deaf #PJM",2.76
211,2023-09-08,"fundacja_echo",124,10,"Zobaczcie: Relacja z demonstracji w Warszawie. #Deaf #Głusi #polskijezykmigowy #ngo","#Deaf #Głusi #polskijezykmigowy #ngo",2.98
366,2023-09-09,"fundacja_echo",127,13,"Zobaczcie: Wsparcie dla seniorów G/głuchych. #Głusi #społeczność #ngo #news","#Głusi #społeczność #ngo #news",3.11
511,2023-09-11,"pzg_zg",185,10,"Hej! Sukces polskiej reprezentacji niesłyszących w sporcie! #prawa #Głusi #polskijezykmigowy #Deaf","#prawa #Głusi #polskijezykmigowy #Deaf",2.6
378,2023-09-12,"migam_pl",689,64,"Zobaczcie: Nasze tłumaczki są dostępne 24/7. #tech #Głusi #biznes #startup","#tech #Głusi #biznes #startup",2.09
463,2023-09-13,"pzg_zg",227,11,"Hej! Spotkanie społeczności w ten weekend. #prawa #Głusi #społeczność #PJM","#prawa #Głusi #społeczność #PJM",3.17
64,2023-09-16,"pzg_zg",205,14,"Hej! Spotkanie społeczności w ten weekend. #ngo #polskijezykmigowy #Głusi #społeczność","#ngo #polskijezykmigowy #Głusi #społeczność",2.92
210,2023-09-16,"pzg_zg",113,10,"Hej! Sukces polskiej reprezentacji niesłyszących w sporcie! #społeczność #PJM #polskijezykmigowy #Głusi","#społeczność #PJM #polskijezykmigowy #Głusi",1.64
466,2023-09-19,"migam_pl",1119,67,"Cześć! Wdrażamy tłumacza online w kolejnym banku! 🏦 #tech #polskijezykmigowy #społeczność #aplikacja","#tech #polskijezykmigowy #społeczność #aplikacja",3.29
281,2023-09-22,"iwonacichosz",952,21,"Hej! Dziś nagrywamy nowy projekt! 🎬 #Głusi #Deaf #polskijezykmigowy #life","#Głusi #Deaf #polskijezykmigowy #life",2.03
264,2023-09-24,"iwonacichosz",1496,71,"Cześć! Bycie Głuchą to moja supermoc. #lifestyle #społeczność #actress #PJM","#lifestyle #społeczność #actress #PJM",3.26
289,2023-09-24,"swiat_gluchych",335,30,"Hej! Wywiad z Ministrem o dostępności. #prawa #ngo #Deaf #społeczność","#prawa #ngo #Deaf #społeczność",2.61
146,2023-10-05,"pan_od_pjm",104,14,"Hej! Oprowadzanie w PJM po nowej wystawie. 🎨 #PJM #kultura #społeczność #Deaf","#PJM #kultura #społeczność #Deaf",2.36
327,2023-10-13,"migajaca_poezja",108,4,"Cześć! Kino dostępne z napisami i pętlą. #teatr #PJM #muzeum #Deaf","#teatr #PJM #muzeum #Deaf",3.73
408,2023-10-13,"pan_od_pjm",132,5,"Hej! Sztuka nie potrzebuje słów, by wzruszać. #dostępność #teatr #polskijezykmigowy #kultura","#dostępność #teatr #polskijezykmigowy #kultura",2.74
558,2023-10-17,"iwonacichosz",556,61,"Cześć! Bycie Głuchą to moja supermoc. #Głusi #lifestyle #polskijezykmigowy #PJM","#Głusi #lifestyle #polskijezykmigowy #PJM",1.29
360,2023-10-27,"pan_od_pjm",94,14,"Hej! Warsztaty plastyczne dla dzieci niesłyszących. #Deaf #sztuka #dostępność #PJM","#Deaf #sztuka #dostępność #PJM",2.16
530,2023-10-27,"swiat_gluchych",149,14,"Hej! Relacja z demonstracji w Warszawie. #prawa #polskijezykmigowy #Deaf #news","#prawa #polskijezykmigowy #Deaf #news",1.16
467,2023-10-29,"pan_od_pjm",165,18,"Ważne: Sztuka nie potrzebuje słów, by wzruszać. #sztuka #PJM #teatr #Deaf","#sztuka #PJM #teatr #Deaf",3.66
176,2023-10-30,"unmute_pl",595,26,"Cześć! Teatr, który łączy światy. #muzeum #Głusi #PJM #polskijezykmigowy","#muzeum #Głusi #PJM #polskijezykmigowy",2.96
272,2023-11-01,"pzg_zg",205,25,"Ważne: Wywiad z Ministrem o dostępności. #społeczność #news #PJM #Głusi","#społeczność #news #PJM #Głusi",3.07
277,2023-11-03,"unmute_pl",906,30,"Zobaczcie: Oprowadzanie w PJM po nowej wystawie. 🎨 #społeczność #sztuka #kultura #Deaf","#społeczność #sztuka #kultura #Deaf",4.46
388,2023-11-09,"fundacja_echo",104,4,"Ważne: Wywiad z Ministrem o dostępności. #PJM #prawa #społeczność #ngo","#PJM #prawa #społeczność #ngo",2.4
189,2023-11-10,"unmute_pl",651,22,"Cześć! Oprowadzanie w PJM po nowej wystawie. 🎨 #sztuka #kultura #dostępność #Deaf","#sztuka #kultura #dostępność #Deaf",3.2
278,2023-11-17,"unmute_pl",665,72,"Hej! Kino dostępne z napisami i pętlą. #kultura #dostępność #polskijezykmigowy #Deaf","#kultura #dostępność #polskijezykmigowy #Deaf",3.51
143,2023-11-21,"migam_pl",486,15,"Cześć! Nowa funkcja w naszej aplikacji. #Deaf #społeczność #PJM #aplikacja","#Deaf #społeczność #PJM #aplikacja",1.39
86,2023-11-24,"unmute_pl",800,69,"Ważne: Teatr, który łączy światy. #społeczność #muzeum #Głusi #dostępność","#społeczność #muzeum #Głusi #dostępność",4.14
544,2023-11-29,"pan_od_pjm",121,11,"Ważne: Warsztaty plastyczne dla dzieci niesłyszących. #sztuka #muzeum #Deaf #teatr","#sztuka #muzeum #Deaf #teatr",2.64
418,2023-12-05,"iwonacichosz",1011,16,"Zobaczcie: Macierzyństwo bez słów jest piękne. #Deaf #actress #lifestyle #Głusi","#Deaf #actress #lifestyle #Głusi",2.14
137,2023-12-15,"swiat_gluchych",461,45,"Ważne: Sukces polskiej reprezentacji niesłyszących w sporcie! #PJM #news #prawa #społeczność","#PJM #news #prawa #społeczność",3.61
24,2023-12-18,"unmute_pl",498,24,"Hej! Warsztaty plastyczne dla dzieci niesłyszących. #polskijezykmigowy #społeczność #kultura #Głusi","#polskijezykmigowy #społeczność #kultura #Głusi",2.49
238,2023-12-19,"migam_pl",698,28,"Zobaczcie: Technologia łamie bariery komunikacyjne. #tech #społeczność #biznes #polskijezykmigowy","#tech #społeczność #biznes #polskijezykmigowy",2.02
310,2023-12-20,"swiat_gluchych",380,37,"Zobaczcie: Walczymy o ustawę o języku migowym! 📜 #społeczność #PJM #news #ngo","#społeczność #PJM #news #ngo",2.98
491,2023-12-29,"pzg_zg",263,39,"Zobaczcie: Zapraszamy na bezpłatne porady prawne. #Głusi #społeczność #polskijezykmigowy #PJM","#Głusi #społeczność #polskijezykmigowy #PJM",4.03
305,2023-12-31,"unmute_pl",596,16,"Zobaczcie: Warsztaty plastyczne dla dzieci niesłyszących. #dostępność #polskijezykmigowy #kultura #Głusi","#dostępność #polskijezykmigowy #kultura #Głusi",2.91
546,2023-12-31,"fundacja_kultura_bez_barier",152,4,"Ważne: Oprowadzanie w PJM po nowej wystawie. 🎨 #teatr #polskijezykmigowy #Deaf #sztuka","#teatr #polskijezykmigowy #Deaf #sztuka",1.73
319,2024-01-07,"unmute_pl",843,49,"Hej! Teatr, który łączy światy. #dostępność #sztuka #muzeum #Deaf","#dostępność #sztuka #muzeum #Deaf",4.25
134,2024-01-09,"migam_pl",707,82,"Cześć! Wideotłumacz to przyszłość obsługi klienta. #startup #Deaf #tech #innowacje","#startup #Deaf #tech #innowacje",2.19
158,2024-01-18,"fundacja_kultura_bez_barier",245,12,"Zobaczcie: Teatr, który łączy światy. #muzeum #dostępność #Deaf #polskijezykmigowy","#muzeum #dostępność #Deaf #polskijezykmigowy",2.86
318,2024-01-18,"fundacja_echo",106,6,"Ważne: Zapraszamy na bezpłatne porady prawne. #społeczność #ngo #prawa #Deaf","#społeczność #ngo #prawa #Deaf",2.49
148,2024-01-20,"migajaca_poezja",68,2,"Hej! Warsztaty plastyczne dla dzieci niesłyszących. #PJM #polskijezykmigowy #społeczność #Deaf","#PJM #polskijezykmigowy #społeczność #Deaf",2.33
37,2024-01-31,"fundacja_echo",146,19,"Zobaczcie: Spotkanie społeczności w ten weekend. #news #PJM #prawa #ngo","#news #PJM #prawa #ngo",3.67
286,2024-02-16,"pzg_zg",189,19,"Zobaczcie: Wywiad z Ministrem o dostępności. #polskijezykmigowy #news #Deaf #ngo","#polskijezykmigowy #news #Deaf #ngo",2.77
269,2024-02-19,"pan_od_pjm",174,10,"Hej! Warsztaty plastyczne dla dzieci niesłyszących. #Deaf #teatr #dostępność #kultura","#Deaf #teatr #dostępność #kultura",3.68
517,2024-02-22,"iwonacichosz",911,19,"Ważne: Dziś nagrywamy nowy projekt! 🎬 #actress #lifestyle #PJM #life","#actress #lifestyle #PJM #life",1.94
459,2024-02-23,"fundacja_kultura_bez_barier",140,11,"Zobaczcie: Kino dostępne z napisami i pętlą. #dostępność #PJM #sztuka #społeczność","#dostępność #PJM #sztuka #społeczność",1.68
232,2024-02-26,"fundacja_echo",176,22,"Ważne: Domagamy się dostępności w urzędach. #Głusi #polskijezykmigowy #PJM #społeczność","#Głusi #polskijezykmigowy #PJM #społeczność",4.4
100,2024-02-28,"iwonacichosz",1701,239,"Cześć! Dziś nagrywamy nowy projekt! 🎬 #Deaf #lifestyle #life #PJM","#Deaf #lifestyle #life #PJM",4.04
389,2024-02-28,"muzeumslaskie",293,26,"Ważne: Sztuka nie potrzebuje słów, by wzruszać. #Głusi #teatr #Deaf #PJM","#Głusi #teatr #Deaf #PJM",1.77
273,2024-02-29,"swiat_gluchych",386,6,"Hej! Relacja z demonstracji w Warszawie. #news #prawa #ngo #Głusi","#news #prawa #ngo #Głusi",2.8
515,2024-03-03,"migajaca_poezja",113,10,"Zobaczcie: Sztuka nie potrzebuje słów, by wzruszać. #dostępność #społeczność #kultura #teatr","#dostępność #społeczność #kultura #teatr",4.1
461,2024-03-10,"unmute_pl",952,133,"Cześć! Sztuka nie potrzebuje słów, by wzruszać. #PJM #Deaf #polskijezykmigowy #społeczność","#PJM #Deaf #polskijezykmigowy #społeczność",5.17
41,2024-03-12,"migajaca_poezja",80,10,"Cześć! Sztuka nie potrzebuje słów, by wzruszać. #muzeum #dostępność #PJM #polskijezykmigowy","#muzeum #dostępność #PJM #polskijezykmigowy",3
452,2024-03-12,"fundacja_kultura_bez_barier",242,24,"Hej! Warsztaty plastyczne dla dzieci niesłyszących. #kultura #PJM #muzeum #Deaf","#kultura #PJM #muzeum #Deaf",2.96
406,2024-03-13,"muzeumslaskie",400,53,"Hej! Oprowadzanie w PJM po nowej wystawie. 🎨 #Głusi #kultura #muzeum #społeczność","#Głusi #kultura #muzeum #społeczność",2.52
88,2024-03-16,"iwonacichosz",1299,18,"Hej! Relacja z czerwonego dywanu. #Głusi #społeczność #life #polskijezykmigowy","#Głusi #społeczność #life #polskijezykmigowy",2.74
571,2024-03-18,"swiat_gluchych",227,25,"Hej! Wsparcie dla seniorów G/głuchych. #Głusi #ngo #społeczność #prawa","#Głusi #ngo #społeczność #prawa",1.8
60,2024-03-22,"pzg_zg",70,10,"Cześć! Spotkanie społeczności w ten weekend. #Deaf #news #ngo #polskijezykmigowy","#Deaf #news #ngo #polskijezykmigowy",1.07
407,2024-04-01,"muzeumslaskie",357,38,"Hej! Kino dostępne z napisami i pętlą. #Deaf #polskijezykmigowy #muzeum #dostępność","#Deaf #polskijezykmigowy #muzeum #dostępność",2.19
372,2024-04-11,"iwonacichosz",1334,155,"Ważne: Macierzyństwo bez słów jest piękne. #actress #polskijezykmigowy #life #lifestyle","#actress #polskijezykmigowy #life #lifestyle",3.1
464,2024-04-16,"migam_pl",581,52,"Cześć! Nowa funkcja w naszej aplikacji. #aplikacja #innowacje #startup #biznes","#aplikacja #innowacje #startup #biznes",1.76
312,2024-04-17,"migajaca_poezja",77,9,"Hej! Sztuka nie potrzebuje słów, by wzruszać. #dostępność #polskijezykmigowy #społeczność #teatr","#dostępność #polskijezykmigowy #społeczność #teatr",2.87
138,2024-04-18,"fundacja_kultura_bez_barier",325,7,"Ważne: Teatr, który łączy światy. #Deaf #dostępność #kultura #społeczność","#Deaf #dostępność #kultura #społeczność",3.69
147,2024-04-19,"migajaca_poezja",110,1,"Ważne: Oprowadzanie w PJM po nowej wystawie. 🎨 #muzeum #PJM #teatr #Głusi","#muzeum #PJM #teatr #Głusi",3.7
35,2024-04-20,"unmute_pl",588,83,"Ważne: Kino dostępne z napisami i pętlą. #polskijezykmigowy #Głusi #PJM #dostępność","#polskijezykmigowy #Głusi #PJM #dostępność",3.2
248,2024-04-22,"muzeumslaskie",483,18,"Hej! Teatr, który łączy światy. #muzeum #dostępność #teatr #społeczność","#muzeum #dostępność #teatr #społeczność",2.78
111,2024-04-23,"pzg_zg",166,8,"Cześć! Wsparcie dla seniorów G/głuchych. #Głusi #news #ngo #społeczność","#Głusi #news #ngo #społeczność",2.32
560,2024-04-26,"migajaca_poezja",65,1,"Zobaczcie: Oprowadzanie w PJM po nowej wystawie. 🎨 #PJM #Głusi #sztuka #Deaf","#PJM #Głusi #sztuka #Deaf",2.2
103,2024-05-01,"pan_od_pjm",95,9,"Cześć! Oprowadzanie w PJM po nowej wystawie. 🎨 #teatr #społeczność #PJM #polskijezykmigowy","#teatr #społeczność #PJM #polskijezykmigowy",2.08
397,2024-05-02,"unmute_pl",839,34,"Hej! Kino dostępne z napisami i pętlą. #dostępność #Deaf #Głusi #PJM","#dostępność #Deaf #Głusi #PJM",4.16
284,2024-05-04,"migam_pl",848,85,"Cześć! Nowa funkcja w naszej aplikacji. #Deaf #PJM #aplikacja #biznes","#Deaf #PJM #aplikacja #biznes",2.59
235,2024-05-05,"fundacja_kultura_bez_barier",335,11,"Hej! Sztuka nie potrzebuje słów, by wzruszać. #kultura #muzeum #Głusi #polskijezykmigowy","#kultura #muzeum #Głusi #polskijezykmigowy",3.84
552,2024-05-18,"pan_od_pjm",196,15,"Hej! Warsztaty plastyczne dla dzieci niesłyszących. #PJM #kultura #sztuka #dostępność","#PJM #kultura #sztuka #dostępność",4.22
324,2024-05-23,"fundacja_echo",112,16,"Hej! Walczymy o ustawę o języku migowym! 📜 #Głusi #społeczność #prawa #Deaf","#Głusi #społeczność #prawa #Deaf",2.84
59,2024-05-27,"pzg_zg",180,8,"Cześć! Nowe statystyki dotyczące PJM w Polsce. #prawa #społeczność #ngo #polskijezykmigowy","#prawa #społeczność #ngo #polskijezykmigowy",2.51
